"Gabriel"|0.0559561351935069|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Guitar Villain"|0.619814991950989|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Hawk Moth"|0.00364825129508972|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Ivan"|0.0426169037818909|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Jagged"|-0.694829404354095|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Juleka"|-0.755766302347183|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Ladybug"|-0.0699198966224988|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Lila"|-0.164243709709909|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Lila's Mother"|-0.371613448858261|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Little Girl"|-0.557653471827507|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Marinette"|-0.0334605995951028|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Master Fu"|0.700364708900452|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Max"|0.603798389434814|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Miss Bustier"|0.374307429248636|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Miss Bustier's class"|-0.00766801834106445|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Mother"|-0.481606602668762|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Mr. Damocles"|0.0157598952452342|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Nadja"|-0.701963737607002|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Nathalie"|0.26963255405426|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Nino"|-0.0509027143319448|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Nora"|-0.27051305770874|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Parisians"|-0.249290764331818|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Plagg"|-0.0584078629811605|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Pollen"|0.670453667640686|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Prime Queen"|0.374123334884644|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Queen Bee"|-0.501686349511147|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Rena Rouge"|-0.325516899426778|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Rose"|0.730410218238831|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Sabine"|0.132108569145203|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Sabrina"|-0.105243146419525|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Scarlet Moth"|-0.113917345801989|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Tikki"|0.128738526787077|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Timebreaker"|0.261122941970825|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Tom"|0.101152002811432|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Trixx"|-0.00340324640274048|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Unknown Voice"|0.701044797897339|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Volpina"|0.04730024933815|"99999"|"99999"|"Catalyst (Heroes' Day - Part 1)"
"Adrien"|0.122859346515992|"3"|"55"|"Chameleon"
"Alix"|-0.281133830547333|"3"|"55"|"Chameleon"
"Alya"|-0.0773063898086548|"3"|"55"|"Chameleon"
"Alya and Nino"|-0.612575769424438|"3"|"55"|"Chameleon"
"Bus Driver"|0.581879019737244|"3"|"55"|"Chameleon"
"Cat Noir"|-0.307626061141491|"3"|"55"|"Chameleon"
"Chameleon"|-0.220880991220474|"3"|"55"|"Chameleon"
"Chameleon "|-0.235394674539566|"3"|"55"|"Chameleon"
"Civilian"|0.162123322486877|"3"|"55"|"Chameleon"
"Civilian 2"|-0.694294571876526|"3"|"55"|"Chameleon"
"Class"|0.555766403675079|"3"|"55"|"Chameleon"
"Hawk Moth"|0.0182932184802161|"3"|"55"|"Chameleon"
"Ivan"|0.498378038406372|"3"|"55"|"Chameleon"
"Kim"|-0.316656892498334|"3"|"55"|"Chameleon"
