"Chloé"|-0.276434646546841|"1"|"10"
"Civilian"|-0.605487853288651|"1"|"10"
"Dark Cupid"|-0.351189205279717|"1"|"10"
"Girls"|0.64238715171814|"1"|"10"
"Hawk Moth"|-0.0468863509595394|"1"|"10"
"Kim"|-0.151728994316525|"1"|"10"
"Ladybug"|-0.333404546380043|"1"|"10"
"Ladybug & Cat Noir"|-0.271977782249451|"1"|"10"
"Marinette"|-0.0086545068770647|"1"|"10"
"Max"|0.207023638486862|"1"|"10"
"Miss Bustier"|0.0844104538361232|"1"|"10"
"Miss Bustier "|-0.325124800205231|"1"|"10"
"Plagg"|0.00636711344122887|"1"|"10"
"Rose"|-0.740983992815018|"1"|"10"
"Rose "|-0.653965562582016|"1"|"10"
"Sabrina"|-0.127288728952408|"1"|"10"
"Tikki"|-0.0902421838707394|"1"|"10"
"Tom"|0.015180230140686|"1"|"10"
" Adrien"|-0.651455760002136|"1"|"12"
" Marinette"|-0.443314373493195|"1"|"12"
"Adrien"|-0.0523320376873016|"1"|"12"
"Alix"|-0.518495082855225|"1"|"12"
"Alya"|0.0425119698047638|"1"|"12"
"Armand"|0.133728623390198|"1"|"12"
"Cat Noir"|-0.138021856546402|"1"|"12"
"Chloé"|-0.23509958922863|"1"|"12"
"Chloé and Sabrina"|-0.413255751132965|"1"|"12"
"Darkblade"|0.0148694797566063|"1"|"12"
"Fred"|0.139336764812469|"1"|"12"
"Hawk Moth"|-0.251472987234592|"1"|"12"
"Ivan"|-0.300506711006165|"1"|"12"
"Jagged Stone"|-0.289375265439351|"1"|"12"
"Juleka"|-0.201226770877838|"1"|"12"
"Kim"|-0.691158682107925|"1"|"12"
"Knight"|-0.342828333377838|"1"|"12"
"Knights"|-0.108944714069366|"1"|"12"
"Ladybug"|-0.11424881964922|"1"|"12"
"Ladybug and Cat Noir"|-0.271977782249451|"1"|"12"
"Marinette"|-0.103012402641012|"1"|"12"
"Miss Bustier"|0.348849552018302|"1"|"12"
"Mr. Bourgeois"|0.258456408977509|"1"|"12"
"Nadja"|-0.108127024024725|"1"|"12"
"Nathaniel"|0.474843502044678|"1"|"12"
"Nino"|-0.101434081792831|"1"|"12"
"Plagg"|-0.460728883743286|"1"|"12"
"Rose"|0.208459448814392|"1"|"12"
"Sabine"|-0.0363890528678894|"1"|"12"
"Sabrina"|0.207679563760757|"1"|"12"
"Tikki"|-0.00264601409435272|"1"|"12"
"Adrien"|-0.469517856836319|"4"|"96"
"André"|0.672632694244385|"4"|"96"
"Astro Cat"|-0.726003736257553|"4"|"96"
"Bakerix"|-0.0616131790659644|"4"|"96"
"Barkk"|0.0715096890926361|"4"|"96"
"Befana"|0.299229219555855|"4"|"96"
"Cat Noir"|0.066845403984189|"4"|"96"
"Chloé"|-0.779353931546211|"4"|"96"
"Daizzi"|-0.530889391899109|"4"|"96"
"Dearest Family"|-0.623125314712524|"4"|"96"
"Gabriel"|0.106084559112787|"4"|"96"
"Gina"|0.0013616681098938|"4"|"96"
"Ladybug"|-0.156551373004913|"4"|"96"
"Ladybug and Cat Noir"|-0.271977782249451|"4"|"96"
"Marinette"|-0.0351592941503776|"4"|"96"
"Nathalie"|0.216883555054665|"4"|"96"
"Parisian 1"|-0.417241334915161|"4"|"96"
"Parisian 2"|-0.54398974776268|"4"|"96"
"Parisian 3"|-0.635785192251205|"4"|"96"
"Plagg"|-0.14640286564827|"4"|"96"
"Qilin"|-0.429315000772476|"4"|"96"
"Rolland"|0.117719454690814|"4"|"96"
